Unnamed: 0,순번,yaer,semester,lecTheme,lecClassification,lecName,lecCredit,lecProfessor,percentageOfOnline,canTakeBunBan,majorRecogBunBan,이러닝_담당교수,lecNumber,Overview,representCompetency,learningGoalNmethod,출석,중간고사,기말고사,과제보고서,수업태도,Quiz,기타1,isTBL,isPBL,isSeminar,isSmall,isConvergence,isTeamTeaching,canTakeForeignPeople,isELearning,isExperimentDesign,isFocus,experimentPracticals,foreignLanguage,isArt,error,lecClassroom,lecTime,lecWeekTime,evaluationRatio
10.0,11.0,24.0,여름학기,수학,교선,기초수학및연습,3.0,서보윤,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4628-01,"수체계의 이해를 바탕으로 함수와 방정식과 부등식의 관계를 이해한다. 
삼각함수등 초월함수의 기본성질을 알아보고 미적분학의 기초개념인 극한을 바탕으로 미분과 적분의 정의를 이해한다. 
그리고 다양한 미분법과 적분법을 알고 그 응용문제를 풀어본다. 도형의 방정식 이해를 바탕으로 이차곡선을 알아보고 이차곡선에 미분을 활용해 본다.",,수학적인 기초개념을 정확히 이해하고 연습하여 공학 및 이공계열에서 필요한 기초수학능력을 배양한다.,10.0,35.0,35.0,0.0,0.0,20.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마519,"(1:5),(1:6),(2:5),(2:6),(3:5),(3:6),(4:5),(4:6)",12.0,"10.0,35.0,35.0,0.0,0.0,20.0,0.0"
11.0,12.0,24.0,여름학기,수학,교선,대학수학및연습1,3.0,홍석영,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4625-01,이공계 분야의 전공을 학습함에 있어 필요한 수학적 기본 개념과 기술을 습득하게 하며 창의성과 응용성을 갖춘 수학적 사고를 심어주고자 한다. 교육 내용은 일변수 함수들의 극한 미분 적분을 공부하며 이 강좌를 통하여 미적분학의 여러가지 결과와 방법을 숙지하고 그를 다양한 응용문제에 적용하는 방법을 익혀 수학적인 사고법과 그를 통한 문제 해결 능력을 키운다.,,"1. 대학수학(1)에서 다루게 되는 수학적 용어들에 대하여 이해하고 설명할 수 있다.
2. 기초함수들과 초월함수들의 미분과 적분을 구할 수 있다.
3. 해석 가능한 함수들의 그래프를 자세하게 도식화 할 수 있다.
4. 함수와 관련되어 나타나는 넓이 곡선의 길이 회전체의 부피를 구할 수 있다.
5. 일변수 함수의 미분 및 적분 그리고 그에 관련된 응용 문제들을 해결할 수 있다.",10.0,40.0,40.0,10.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마421,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"10.0,40.0,40.0,10.0,0.0,0.0,0.0"
12.0,13.0,24.0,여름학기,수학,교선,대학수학및연습1,3.0,김소영,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4625-02,일변수함수의 극한 및 연속 연속함수의 성질 미분의 개념과 도함수 미분가능한 함수의 성질 미분법 적분의 개념과 미적분학의 기본정리 급수 멱급수 테일러 정리 다변수함수 다변수함수의 극한과 연속 편미분 편도함수 라그랑쥐 승수법 다중적분 등에 대하여 강의한다. 또한 이러한 주제를 여러 응용문제에 적용하여 생각하고 문제 풀이 연습을 통하여 익힌다. 이 강좌를 통하여 미적분학의 여러가지 결과와 방법을 숙지하고 그를 다양한 응용문제에 적용하는 방법을 익혀 수학적인 사고법과 그를 통한 문제 해결 능력을 키운다.,,"대학수학 및 연습 12강좌는 자연과학 및 공학에서 변화나 상태를 기술(일변수 함수 다변수 함수 멱급수)하고 그에 관한 문제(극값 방정식의 해)를 해결하고 해석(함수의 성질 해의 의미)하는데 기본적인 수학적인 개념인 미분과 적분 급수 등에 대하여 강의하며 다음을 목적으로 한다.
(1) 미분과 적분의 기본 개념을 이해시키고

(2) 여러 현상과 상황을 미분과 적분의 개념을 적용하여 수학적으로 기술하고 해석하는 방법을 숙달하게 하며 

(3) 문제 해결 능력을 키우고 비판적인 사고 능력을 향상시킨다.",10.0,40.0,40.0,10.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마421,"(1:3),(1:4),(2:3),(2:4),(3:3),(3:4),(4:3),(4:4)",12.0,"10.0,40.0,40.0,10.0,0.0,0.0,0.0"
13.0,14.0,24.0,여름학기,수학,교선,대학수학및연습1,3.0,권윤기,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4625-03,일변수함수의 극한 및 연속 연속함수의 성질 미분의 개념과 도함수 미분가능한 함수의 성질 미분법 적분의 개념과 미적분학의 기본정리 등에 대하여 강의하며 위의 주제를 여러 응용문제에 적용하여 생각하고 문제 풀이 연습을 통하여 익힌다. 이 강좌를 통하여 미적분학의 여러가지 결과와 방법을 숙지하고 그를 다양한 응용문제에 적용하는 방법을 익혀 수학적인 사고법과 그를 통한 문제 해결 능력을 키운다.,,"대학수학 및 연습 1 강좌는 자연과학 및 공학에서 변화나 상태를 기술하고 그에 관한 문제(극값 방정식의 해)를 해결하고 해석(함수의 성질 해의 의미)하는데 기본적인 수학적인 개념인 미분과 적분 등에 대하여 강의하며 다음을 목적으로 한다.
(1) 미분과 적분의 기본 개념을 이해시키고
(2) 여러 현상과 상황을 미분과 적분의 개념을 적용하여 수학적으로 기술하고 해석하는 방법을 숙달하게 하며
(3) 문제 해결 능력을 키우고 비판적인 사고 능력을 향상시킨다.",10.0,30.0,40.0,10.0,0.0,10.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마421,"(1:5),(1:6),(2:5),(2:6),(3:5),(3:6),(4:5),(4:6)",12.0,"10.0,30.0,40.0,10.0,0.0,10.0,0.0"
14.0,15.0,24.0,여름학기,수학,교선,대학수학및연습2,3.0,류송분,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4626-01,일변수함수의 극한 및 연속 연속함수의 성질 미분의 개념과 도함수 미분가능한 함수의 성질 미분법 적분의 개념과 미적분학의 기본정리 급수 멱급수 테일러 정리 다변수함수 다변수함수의 극한과 연속 편미분 편도함수 라그랑쥐 승수법 다중적분 등에 대하여 강의한다. 또한 이러한 주제를 여러 응용문제에 적용하여 생각하고 문제 풀이 연습을 통하여 익힌다. 이 강좌를 통하여 미적분학의 여러가지 결과와 방법을 숙지하고 그를 다양한 응용문제에 적용하는 방법을 익혀 수학적인 사고법과 그를 통한 문제 해결 능력을 키운다.,,"대학수학 및 연습 12강좌는 자연과학 및 공학에서 변화나 상태를 기술(일변수 함수 다변수 함수 멱급수)하고 그에 관한 문제(극값 방정식의 해)를 해결하고 해석(함수의 성질 해의 의미)하는데 기본적인 수학적인 개념인 미분과 적분 급수 등에 대하여 강의하며 다음을 목적으로 한다.
(1) 미분과 적분의 기본 개념을 이해시키고

(2) 여러 현상과 상황을 미분과 적분의 개념을 적용하여 수학적으로 기술하고 해석하는 방법을 숙달하게 하며 

(3) 문제 해결 능력을 키우고 비판적인 사고 능력을 향상시킨다.",10.0,40.0,40.0,10.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마520,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"10.0,40.0,40.0,10.0,0.0,0.0,0.0"
15.0,16.0,24.0,여름학기,수학,교선,대학수학및연습2,3.0,박정준,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4626-02,급수의 수렴과 그 판정법 테일러 급수와 테일러 정리 행렬 벡터와 공간 기하 다변수 함수의 편미분과 중적분 등을 알아보며 이에 대한 다양한 예제와 응용문제를 다룬다.,,"1. 자연과학과 공학에 적용할 수 있는 기초적인 수학 지식을 습득하고 전공 학습에 필요한 수학적인 기초 개념과 이론을 정확히 이해하며 응용할 수 있는 능력을 배양한다. 
2. 급수 행렬 벡터를 이해하고 활용할 수 있도록 한다. 
3. 일변수 함수의 미분과 적분을 다변수함수의 경우로 확장하여 그와 관련된 문제를 이해하고 해결하도록 한다.",10.0,40.0,40.0,10.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마520,"(1:5),(1:6),(2:5),(2:6),(3:5),(3:6),(4:5),(4:6)",12.0,"10.0,40.0,40.0,10.0,0.0,0.0,0.0"
16.0,17.0,24.0,여름학기,수학,교선,벡터해석학및연습,3.0,최종성,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-4627-01,일변수 실함수의 미분과 적분의 개념을 다변수함수 및 벡터함수에 대하여 확장한다. 특히 공대 전자정보대 자연대에서 2학년 이상에서 개설되는 전공과목의 내용을 이해하는데 기본이 되는 벡터의 개념과 성질 다변수함수와 벡터함수에 대한 연속성 (편)미분 선적분 중적분 면적분 등과 실제 응용에 있어 중요한 최적화 문제 테일러 정리 그린정리 스토크스의 정리 발산정리 등에 대하여 강의한다.,,"1. 공학과 자연과학에서 자주 나타나는 다변수 함수와 벡터함수에 관한 미분과 적분에 관한 기본 이론을 소개하며 그와 관련된 수학적 개념과 지식 문제 해결을 위한 방법론을 습득하게 하고 관련된 기술을 훈련한다.
2. 공대 전자정보대 자연대 학생들이 2학년 이상에서 개설되는 전공과목을 수강하는 데 필요한 수학적 개념과 지식을 습득하게 한다.",10.0,40.0,40.0,10.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울B103,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"10.0,40.0,40.0,10.0,0.0,0.0,0.0"
17.0,18.0,24.0,여름학기,수학,교선,선형대수학,3.0,박경은,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-2-0819-01,"행렬의 기본성질과 선형연립방정식과의 관계를 논하며 
벡터공간과 그 성질 선형사상의 성질과 행렬과의 관계를 고찰한다.
그리고 고유값과 고유벡터에 대한 개념에 관하여 학습하고 대각화와 QR-분해 등에 관하여 학습한다.",,"선형대수는 행렬을 이용하여 선형적인 문제를 해결하는 수학 분야이자 전기/전자/컴퓨터공학의 원리를 표현하는 핵심적인 이론이다. 
단순히 행렬의 연산만을 다루는 것이 아니라 공학적인 문제를 행렬의 형태로 정의하고 그 해답을 구하는 과정과 방법을 다루고 있다. 
특히 전자/컴퓨터 공학에서는 다변수로 이루어진 복잡한 비선형적인 문제를 선형적인 식으로 근사하는 경우가 많은데 
근사화된 선형적인 시스템을 행렬식으로 표현하고 그 해를 구하는 방법을 선형대수에서 중점적으로 다루고 있다. 
선형대수를 통하여 벡터 공간에서의 다변수 문제를 선형적으로 정의하고 해결하는 방법을 배우며 
전자/컴퓨터공학에서 다루는 시스템의 최적으로 설계할 수 있도록 한다.",10.0,30.0,30.0,30.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마619,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"10.0,30.0,30.0,30.0,0.0,0.0,0.0"
18.0,19.0,24.0,여름학기,실용영어,교필,대학영어,3.0,신승한,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-3362-01,이 강의는 수강생들이 대학 학부 수준에 부합하는 영어 구사 능력을 배양하는 것을 목표로 하되 주로 읽기와 쓰기를 중점적으로 다룬다. 수강생은 주교재를 포함한 다양한 미디어를 통해 영어를 접하고 학습함으로써 실질적인 영어 구사 능력을 효과적으로 향상시킬 수 있을 것이다.,,이 강의는 수강생들이 대학 학부 수준에 부합하는 영어 구사 능력을 배양하는 것을 목표로 한다. 주교재 외에도 다양한 미디어를 활용한 학습을 통해 수강생들이 실질적으로 영어 구사 능력을 향상시키고 향후 영어학습을 효과적으로 해나갈 수 있는 계기를 마련하고자 한다.,20.0,30.0,30.0,10.0,10.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울502,"(1:3),(1:4),(2:3),(2:4),(3:3),(3:4),(4:3),(4:4)",12.0,"20.0,30.0,30.0,10.0,10.0,0.0,0.0"
19.0,20.0,24.0,여름학기,실용영어,교필,대학영어,3.0,정지수,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-3362-02,본 강의는 대학 수학에 필요한 전반적인 영어 능력 향상을 목표로 하며 읽기와 쓰기를 중점적으로 다룬다. 주교재 및 기타 부교재의 다양한 주제의 텍스트를 효과적인 독해 전략을 활용하여 읽고 토론하고 쓰는 과정을 통해 학습자들은 어휘 및 문법 지식을 향상시키고 동시에 비판적인 사고 능력 및 창의적 표현 능력을 함양할 수 있다.,,"？ Knowledge: Vocabulary Grammar Conversation Persuasion
？ Skill: Reading Writing Speaking listening Critical Thinking 
？ Attitude: Intellectual Curiosity Honesty Integrity Art of Association",10.0,25.0,25.0,20.0,5.0,10.0,5.0,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울503,"(1:4),(1:5),(2:4),(2:5),(3:4),(3:5),(4:4),(4:5)",12.0,"10.0,25.0,25.0,20.0,5.0,10.0,5.0"
20.0,21.0,24.0,여름학기,실용영어,교선,TOEIC연습1,3.0,이종국,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-2-4111-01,TOEIC연습1'강의는 처음 토익을 접하는 학생들 뿐만 아니라 현재 정규 토익 시험을 준비하는 학생들을 대상으로 LC와 RC 모두를 다루고 있으며 60% 대면 수업 (Reading Part)와 40% 비대면 온라인 수업 (Listening Part)으로 이루어진 수업입니다. 먼저 토익 리딩파트에서는 다양한 전략을 이용한 문제풀이를 바탕으로 집중 학습을 가능하게 하여 시험에서 고득점을 얻을 수 있도록 할 것이며 그리고 토익 리스닝파트에서는 스스로 토익 리스닝 문제 패턴에 적응하고 실제 시험장에서 충분한 실력을 발휘할 수 있도록 필요한 순발력을 향상 시킬 수 있도록 할 것입니다.,,TOEIC연습1'는 최신 토익 출제 경향의 철저한 분석을 바탕으로 기초부터 다양한 문제 유형의 문제 풀이를 통해 궁극적으로 학생들의 토익 실력을 향상시키는 데에 그 목적이 있습니다. 처음 토익을 시작하는 학생들을 위해 토익의 전반적인 소개와 더불어 LC RC (어휘 문법 독해)를 각 영역을 기초 단계에서 학습할 수 있도록 하였으며 또한 현재 정규 토익 시험을 준비하는 학생들이 목표로 하는 점수를 얻을 수 있도록 다양한 실전 문제와 이에 맞는 전략적인 풀이를 제공하고 있습니다.,20.0,0.0,70.0,0.0,0.0,0.0,10.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울504,"(1:3),(1:4),(2:3),(2:4),(3:3),(3:4),(4:3),(4:4)",12.0,"20.0,0.0,70.0,0.0,0.0,0.0,10.0"
21.0,22.0,24.0,여름학기,실용영어,교선,영미드라마와영화,3.0,고현아,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-2-3497-01,"* 1~8주차까지 대면수업 *9~14주차 비대면 강의동영상 수업임. 중간고사 및 기말고사는 대면으로 실시.

This course is a language practice and enrichment course through film. There will be discussions concerning various ideas concepts judgments and opinions. Students will be exposed to a diverse mixture of words and expressions and will have many opportunities to practice communicating.

본 과목은 영국 미국에서 제작 방영된 영화와 드라마를 각 두편씩 선택하여 스크립트에 사용된 표현들을 중심으로 학습하며 스토리의 맥락을 이해하고 이에 대한 의견을 제시하는 연습을 권장한다.
강의와 더불어 활동지를 통해 학습한 내용을 자가 점검할 수 있으며 학습자가 토론 교수자 및 수강생들과 긴밀하게 질문과 의견 교환을 할 수 있다.",,"Simply watching a film immerses you in language- language in real life situations which one cannot achieve through reading alone. You can see the expressions on the characters’ faces as they speak hear the inflection in their voices’ and see the action that produces or is produced by the language.
영국 및 미국에서 제작 방영된 영화와 드라마를 매개로 실제 일상생활에서 사용하는 일상 언어로서의 영어 학습에 무게를 두며 커뮤니케이션 영어 활용 능력을 향상시키고 목표 언어 사용자들의 문화에 대한 이해를 높이고자 한다.",20.0,30.0,30.0,20.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울504,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"20.0,30.0,30.0,20.0,0.0,0.0,0.0"
22.0,23.0,24.0,여름학기,실용영어,교선,취업영어스피킹,3.0,이진영,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-3-3668-01,본 강의는 성공적인 원어 면접 및 기본적인 의사소통 향상을 위한 실용적인 강의이다. 다양한 취업 인터뷰에 필요한 기본적인 어휘 및 답하기 패턴 분석 및 이를 실제 적용해보는 실전 연습으로 구성된다.,,"본 강의는 실직적인 취업 면점 및 업무에 도움이 될 수 있는 영어의 기본적 말하기 연습 및 다양한 분야의 실제 면접 질문들을 바탕으로 학습자가 본 면접 및 영어 구사를 요하는 상황에서 역량을 발휘 할 수 있는 것을 목표로 한다. 
실제 공통적인 그리고 전공 및 세부적인 질문과 이에 대한 대답을 스스로 해보고 피드백을 통해 보완하며 단기간 안에 최대한 효과적인 면접을 준비할 수 있도록 구성되었다. 
강의 방법은 교수자의 일방적인 강의가 아닌 학습자 중심으로 스스로 문제점을 찾아내고 이를 발전 보완시키는 방법을 추구한다.",20.0,25.0,25.0,20.0,10.0,0.0,0.0,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울402,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"20.0,25.0,25.0,20.0,10.0,0.0,0.0"
23.0,24.0,24.0,여름학기,사회와경제,교선,미디어를통한범죄의이해,3.0,한재경,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-9602-01,본 교과목은 드라마 뉴스 신문 등에서 발췌한 다양한 범죄행위를 대상으로 해당 행위의 범죄성립 여부 및 절차적 해결방안을 모색하는 기회를 제공한다. 교과목에서 제시할 주된 교육 내용은 일상에서 무심코 벌어지는 행동들인 폭행 명예훼손 모욕 업무방해 보이스피싱 도박 스토킹 등이며 이를 통해 일상생활에서 학습자 자신의 행위에 대한 범죄 여부 판단능력을 함양하고 더나가 해당범죄행위 발생시 법적 처리절차와 대처방안을 이해한다.,,본,10.0,0.0,60.0,30.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울B104,"(1:3),(1:4),(2:3),(2:4),(3:3),(3:4),(4:3),(4:4)",12.0,"10.0,0.0,60.0,30.0,0.0,0.0,0.0"
24.0,25.0,24.0,여름학기,사회와경제,교선,실전!취업전략,3.0,김정권,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,xxxx-7-YXFi-00,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
25.0,26.0,24.0,여름학기,사회와경제,교선,인간심리의이해,3.0,김기년,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-1-2982-01,"인간의 행동과 정신과정을 과학적으로 연구하는 학문인 심리학을 전반적으로 소개하고 이를 바탕으로 심리학적 지식을 실생활에 적용함으로써 인간 행동에 대한 심층적인 이해를 돕는다. 
발달과 심리 사회와 심리 성격과 심리 인지와 심리 긍정심리 코칭심리 등 인간심리의 다각적 측면을 중심으로 감각과 지각 이상행동 상담과 심리치료 코칭 등이 폭넓게 다룬다. 
자신의 이해를 돕기 위해 심리검사 등을 통해 자신의 행동의 원리들을 발견하고 자신과 타인의 행동과 사고를 이해함으로써 급변하는 현대사회에 건강하게 적응하고 성장할 수 있는 능력을 함양한다.",,"1. 심리학에 대한 기초적 이해를 통해 인간 심리와 행동의 복합성에 대한 이해력을 증진시킨다.
2. 심리학적 지식을 실제 생활에 적용하여 자기 자신과 타인의 행위와 내면세계에 대한 해석력을 향상시킨다. 
3. 심리학적 분석을 통해 자신과 타인의 긍정적 특성인 강점을 발견하고 이를 활용함으로써 삶의 만족과 행복감을 증진시킨다.",20.0,30.0,30.0,10.0,10.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울404,"(1:2),(1:3),(2:2),(2:3),(3:2),(3:3),(4:2),(4:3)",12.0,"20.0,30.0,30.0,10.0,10.0,0.0,0.0"
26.0,27.0,24.0,여름학기,사회와경제,교선,테크니컬라이팅길라잡이,3.0,김정권,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,xxxx-0-dCNQ-09,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
